x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.711579323,0.942321122,6.64e-07,0.612371385,0.925207138,-0.036546052,0.525443614,0.866065741,-0.064734109,0.460374355,0.819857061,-0.09075027,0.399214029,0.786493182,-0.118959084,0.57013005,0.684470952,-0.059786558,0.52167803,0.564463377,-0.099928685,0.48619324,0.49358353,-0.129289478,0.452155173,0.429074794,-0.150947601,0.628151953,0.661308289,-0.07301195,0.588740945,0.516833246,-0.111850128,0.559449911,0.423148155,-0.143128112,0.531278193,0.337521106,-0.16573061,0.689076424,0.670279205,-0.089926213,0.67178452,0.530245185,-0.13442938,0.656442344,0.43347308,-0.164605513,0.637295485,0.341783643,-0.184676975,0.750431895,0.703920603,-0.10836491,0.768001139,0.595897079,-0.15074186,0.780069947,0.52040416,-0.169655293,0.786235929,0.446718812,-0.181616411,Hello
0.704602242,0.930553794,6.83e-07,0.60911411,0.913948059,-0.038039383,0.525466084,0.85762459,-0.067962416,0.462453008,0.810897171,-0.095148556,0.401738107,0.777781844,-0.124874592,0.570196867,0.676978588,-0.066127107,0.522408485,0.556422472,-0.107844226,0.487716109,0.484303683,-0.137889817,0.45557344,0.417895317,-0.160073996,0.628068686,0.655455649,-0.078817718,0.587663829,0.511309743,-0.119565032,0.558263242,0.417664677,-0.151427105,0.530937791,0.331119031,-0.174566954,0.688201845,0.666153312,-0.094826452,0.672363877,0.525067627,-0.141061619,0.658324182,0.428699642,-0.171300605,0.640717447,0.336821169,-0.191370666,0.74898392,0.701212883,-0.112306088,0.767926574,0.594045043,-0.156633288,0.78058356,0.518817663,-0.176263303,0.787042737,0.444496006,-0.188628674,Hello
0.704678297,0.927370608,6.83e-07,0.609102368,0.909244776,-0.039155036,0.525623679,0.851852834,-0.069826394,0.462627769,0.80431056,-0.097724698,0.402893126,0.767142534,-0.127743602,0.571153998,0.669877112,-0.065283388,0.523827016,0.548945546,-0.106925853,0.489574462,0.477121383,-0.137088433,0.457605422,0.410993338,-0.159332082,0.628694654,0.647806764,-0.077390365,0.589369059,0.50301379,-0.117961757,0.56061554,0.409910947,-0.149794325,0.533026457,0.325009584,-0.172719255,0.688905418,0.65834105,-0.093040295,0.672737241,0.517637789,-0.138347223,0.659393191,0.421984613,-0.167943254,0.642170787,0.330984473,-0.18751061,0.749327302,0.693147421,-0.110404402,0.767700136,0.586019814,-0.15341939,0.780700207,0.511195838,-0.172522202,0.787606001,0.437867135,-0.184468299,Hello
0.696244001,0.900668204,7.17e-07,0.601823509,0.876122773,-0.03788837,0.521876335,0.816077232,-0.066956751,0.459700584,0.767869473,-0.092717394,0.402026355,0.73123461,-0.120121025,0.572531998,0.637617052,-0.062491685,0.526953459,0.517425776,-0.099522203,0.493715107,0.446386278,-0.126870215,0.46220696,0.38228029,-0.147055581,0.628105521,0.616481602,-0.072295852,0.589797497,0.469163299,-0.107001372,0.561969101,0.376761585,-0.134517118,0.536069036,0.295536101,-0.154691651,0.686762512,0.628310561,-0.085358061,0.674648583,0.486219406,-0.124298498,0.663929284,0.390744448,-0.150497958,0.65041095,0.302522421,-0.16845113,0.74488461,0.664860487,-0.100197315,0.766691566,0.556902051,-0.137130246,0.780196905,0.4827604,-0.153287247,0.788017094,0.409325242,-0.163715065,Hello
0.699025273,0.897821665,6.16e-07,0.606595159,0.877439618,-0.039377254,0.52422893,0.815712929,-0.067439102,0.462049186,0.763496697,-0.09222202,0.40487498,0.720470071,-0.118438162,0.572389305,0.631938934,-0.060546525,0.527613401,0.512967169,-0.098604597,0.494402558,0.442104638,-0.126281917,0.461945534,0.377014071,-0.146920204,0.627871037,0.609742999,-0.070505455,0.590504646,0.463228315,-0.106329218,0.563520074,0.371865243,-0.135023236,0.536616445,0.289200783,-0.155881599,0.686132252,0.622132897,-0.084149614,0.673687577,0.482628196,-0.124620706,0.662755251,0.388096035,-0.151188478,0.64780122,0.29939121,-0.169037208,0.744401574,0.659774423,-0.099812455,0.764774621,0.554166436,-0.137338117,0.778427064,0.480777502,-0.153580651,0.785655618,0.408974886,-0.16400373,Hello
0.699917793,0.895187199,6.28e-07,0.606597483,0.874225438,-0.038679723,0.524182618,0.810412169,-0.066294208,0.461901605,0.757530093,-0.090879925,0.404103875,0.716951489,-0.116972916,0.572028697,0.626969755,-0.059380244,0.526140094,0.507595837,-0.096898876,0.492995441,0.436307132,-0.124113798,0.462097585,0.370943189,-0.144593641,0.626999736,0.605275154,-0.069463022,0.589861631,0.459095061,-0.10488122,0.563756108,0.36756134,-0.133109927,0.538518608,0.285848439,-0.153804556,0.68476069,0.617143333,-0.083308071,0.671259761,0.47532481,-0.12330614,0.660755575,0.382227838,-0.149471208,0.646264553,0.295473337,-0.167298466,0.742863894,0.653989315,-0.099237353,0.76368016,0.549003839,-0.136854574,0.776725709,0.475610733,-0.153750241,0.783383131,0.404095381,-0.164767936,Hello
0.699252963,0.889316082,6.18e-07,0.605865359,0.867354095,-0.038367555,0.523633122,0.805532098,-0.065992631,0.46203807,0.753756225,-0.090664499,0.405262798,0.713315666,-0.116932943,0.572624207,0.623293221,-0.06009132,0.527918339,0.504128814,-0.097460948,0.496114761,0.433530033,-0.124513783,0.46567446,0.368343025,-0.144909874,0.627843678,0.601152539,-0.070332669,0.591229558,0.455427438,-0.105776086,0.565558016,0.364391297,-0.134008661,0.540455699,0.283305109,-0.154866159,0.685394764,0.612621546,-0.084222719,0.673285663,0.473777115,-0.124036945,0.662973166,0.380495638,-0.149941996,0.648489892,0.293682069,-0.167623386,0.743375897,0.648816586,-0.100175537,0.762690246,0.543866456,-0.137138575,0.77416867,0.47026062,-0.153355107,0.77927196,0.398777544,-0.164053008,Hello
0.699356377,0.878245115,6.19e-07,0.607794821,0.855260432,-0.037811857,0.52767992,0.793913603,-0.065630697,0.465943635,0.743845642,-0.090622172,0.409857124,0.703030586,-0.11734271,0.576789081,0.614057183,-0.060273405,0.532633483,0.494635046,-0.098213986,0.500923276,0.423246741,-0.125740662,0.471175075,0.357514203,-0.146518707,0.630711138,0.592847288,-0.070973024,0.592885017,0.447780699,-0.106993347,0.566699624,0.35818246,-0.135770336,0.541254342,0.27783674,-0.156957284,0.687933326,0.605046451,-0.08517582,0.675217688,0.464244425,-0.125836208,0.66351068,0.371305496,-0.152611762,0.647237957,0.284048796,-0.170981824,0.745777786,0.642468154,-0.101284064,0.766883612,0.538645029,-0.139825746,0.779167771,0.46497643,-0.157236144,0.784479439,0.392110258,-0.16867125,Hello
0.694213033,0.883592188,5.94e-07,0.605089128,0.858787119,-0.038101628,0.527204216,0.793797672,-0.065921225,0.465224892,0.741189063,-0.091089152,0.408342838,0.697869778,-0.117614821,0.575348556,0.611562669,-0.056493711,0.531676888,0.492922693,-0.094737619,0.499641418,0.422326744,-0.12324518,0.470143944,0.356822938,-0.144604638,0.630054712,0.59094137,-0.066871524,0.593327582,0.446676612,-0.102569371,0.567985833,0.355951339,-0.131351709,0.542863488,0.274387896,-0.152440012,0.687330127,0.603429675,-0.081150874,0.674150646,0.464944988,-0.120466873,0.665098786,0.372684449,-0.145446658,0.651111186,0.286319405,-0.162471846,0.74472487,0.640510917,-0.097671025,0.76352489,0.536728859,-0.133679837,0.775028586,0.464227915,-0.149102405,0.780129433,0.393054068,-0.159202024,Hello
0.701194763,0.881715178,5.61e-07,0.608720422,0.860035539,-0.036377195,0.525732875,0.795126975,-0.062199887,0.464131504,0.742971838,-0.085466042,0.409208238,0.701859176,-0.110314794,0.575560331,0.614583015,-0.05622521,0.531676173,0.497173101,-0.092984848,0.499602973,0.426617265,-0.119832464,0.469086349,0.361404121,-0.140287846,0.630059242,0.593082607,-0.067087293,0.594568849,0.449051648,-0.101774447,0.568411946,0.358872592,-0.129544929,0.542148471,0.27691406,-0.15019919,0.687125623,0.605030835,-0.081655242,0.675231099,0.464888066,-0.120381072,0.665429711,0.372781307,-0.145535752,0.651492298,0.286544353,-0.16300796,0.744335949,0.642420828,-0.098306619,0.764190197,0.538453102,-0.134207159,0.77667737,0.465819627,-0.150196418,0.782644629,0.394531131,-0.161032304,Hello
0.699535966,0.882800937,6.08e-07,0.608058631,0.859722495,-0.039276399,0.527699709,0.797198057,-0.067494698,0.465564966,0.744171321,-0.092615083,0.408428073,0.700729847,-0.119090602,0.575737417,0.614112914,-0.059563156,0.531895995,0.494539738,-0.09745983,0.500494123,0.423450828,-0.124917232,0.471390307,0.357695431,-0.14556168,0.630298495,0.593219161,-0.069165535,0.593376696,0.448849559,-0.104694165,0.568541348,0.35848096,-0.132641658,0.54448837,0.277781695,-0.153382838,0.687539041,0.605013132,-0.082700744,0.674909055,0.4696787,-0.121971466,0.665491283,0.377012104,-0.147324264,0.651729226,0.28998974,-0.164878353,0.745677352,0.640589476,-0.098541938,0.764447153,0.536779404,-0.135080457,0.776618838,0.46397841,-0.151476786,0.782702208,0.39183557,-0.162476793,Hello
0.692372501,0.882363379,6.02e-07,0.603315771,0.856560946,-0.038219463,0.526078641,0.793427706,-0.066080987,0.465149283,0.741661549,-0.09116783,0.40920195,0.697737038,-0.117514141,0.573358595,0.613048196,-0.05739899,0.531120121,0.493791997,-0.095177874,0.499703467,0.423485875,-0.122888178,0.470330775,0.358400941,-0.143552661,0.62807703,0.59278363,-0.067590512,0.593358457,0.448195815,-0.102667235,0.567980349,0.358201772,-0.130696595,0.542639136,0.277233332,-0.151341423,0.685414851,0.605091929,-0.081649624,0.673642397,0.465624571,-0.12020915,0.663513243,0.37440443,-0.144427404,0.648880482,0.289121836,-0.161041752,0.743204296,0.641690969,-0.097999454,0.762475431,0.537870467,-0.133287504,0.773987055,0.464531392,-0.14823781,0.779299021,0.392810285,-0.158035636,Hello
0.696483493,0.881628752,5.86e-07,0.605449557,0.858092427,-0.038085762,0.525333881,0.792952061,-0.065329857,0.463568628,0.7399804,-0.089794099,0.406412423,0.698374927,-0.115704969,0.574764669,0.612816036,-0.056738202,0.531487405,0.495666504,-0.094277814,0.499077439,0.425321281,-0.122260697,0.468296736,0.359967589,-0.143478572,0.628659606,0.590998113,-0.06705609,0.59419626,0.446833462,-0.101827011,0.568923056,0.356071949,-0.129713684,0.543445587,0.274468303,-0.1504976,0.68521291,0.603028297,-0.081333913,0.673916519,0.463291556,-0.119708434,0.663891613,0.371898413,-0.144453093,0.649057269,0.285759389,-0.161842063,0.742034316,0.6405707,-0.097960465,0.763113797,0.538298011,-0.133324429,0.775480032,0.466162205,-0.149047598,0.781102359,0.394541979,-0.159848809,Hello
0.693930864,0.878450274,5.86e-07,0.602598369,0.855769217,-0.03826936,0.522462964,0.793213725,-0.065283515,0.461681128,0.739805341,-0.089543551,0.406480074,0.695545673,-0.115093656,0.572414935,0.612061143,-0.056434158,0.529947996,0.495068938,-0.093805745,0.49845466,0.425106376,-0.121257216,0.468420386,0.359644383,-0.142087981,0.626483977,0.591447949,-0.066634052,0.592221498,0.449162662,-0.101775803,0.567736089,0.360137582,-0.129776582,0.543390393,0.277750701,-0.150571153,0.682953179,0.603933513,-0.080833197,0.671262383,0.466295958,-0.120034121,0.661415875,0.37491855,-0.144593209,0.647386312,0.287665069,-0.161582232,0.740479648,0.640789032,-0.097377099,0.761260986,0.5385921,-0.133664802,0.773707271,0.466362119,-0.149282873,0.779823482,0.394352674,-0.159726962,Hello
0.698570013,0.878187656,5.97e-07,0.605949759,0.858354509,-0.03833412,0.524974644,0.794916213,-0.065285034,0.463326633,0.741143286,-0.089251772,0.407043636,0.696415663,-0.114475913,0.572790086,0.612443388,-0.057039768,0.529603958,0.494756222,-0.093758829,0.498045057,0.424109817,-0.120719045,0.46805948,0.358917028,-0.141189381,0.626839638,0.591660261,-0.066980019,0.591005802,0.447788656,-0.10188777,0.565708995,0.357529819,-0.12988615,0.540672064,0.276053041,-0.150465399,0.683695436,0.604307771,-0.08076515,0.672327518,0.466272414,-0.120065607,0.661572218,0.374618441,-0.145710066,0.646069825,0.287683874,-0.16324538,0.741087973,0.641569495,-0.096695274,0.76112628,0.538220048,-0.13346231,0.772648096,0.466260761,-0.149969116,0.777254105,0.394647926,-0.160858884,Hello
0.700475454,0.878756285,6.19e-07,0.607848227,0.856962681,-0.041149188,0.527048349,0.793913484,-0.069909692,0.463932872,0.739872277,-0.095069699,0.405137718,0.697107077,-0.121585026,0.574397862,0.611297846,-0.062589884,0.529130161,0.491824418,-0.100826919,0.497116566,0.421440899,-0.127930075,0.467044622,0.356884301,-0.148326367,0.628811479,0.590063214,-0.071536362,0.592586696,0.445808679,-0.107840516,0.566906571,0.356448591,-0.136183769,0.54179436,0.27701059,-0.157144919,0.685477614,0.602129042,-0.084452249,0.672007263,0.465849042,-0.125161514,0.660412371,0.373751998,-0.151886806,0.644977808,0.286944658,-0.170391589,0.742349327,0.638743639,-0.099644229,0.761607647,0.53623879,-0.138386503,0.774431229,0.463677585,-0.156500921,0.781341076,0.391506433,-0.168591991,Hello
0.69902581,0.8792243,5.98e-07,0.606558979,0.8589167,-0.039606255,0.525267601,0.794613063,-0.066861607,0.463224471,0.739720285,-0.090909496,0.406138659,0.696089268,-0.116374113,0.574106634,0.612282574,-0.059307866,0.529611707,0.493925273,-0.096705921,0.498074532,0.423552036,-0.123788819,0.468643039,0.358119726,-0.144362986,0.628009915,0.591277778,-0.068848394,0.592152715,0.446564078,-0.104113549,0.567604005,0.356592327,-0.132134512,0.5437392,0.275560111,-0.152997032,0.684112608,0.603549898,-0.082338713,0.670708776,0.465949208,-0.122099519,0.660650253,0.374189317,-0.147873029,0.646719992,0.287753642,-0.165719792,0.741118789,0.639961064,-0.098143615,0.760526299,0.536115527,-0.135870904,0.773436189,0.463609964,-0.153058693,0.780310273,0.392056584,-0.164537847,Hello
0.697077394,0.881063879,6.1e-07,0.606154919,0.858060837,-0.038544174,0.525546312,0.792861044,-0.06556344,0.463369668,0.73978132,-0.089523129,0.407477856,0.697074294,-0.114769064,0.572140634,0.610593736,-0.057722948,0.529405236,0.492105901,-0.094753526,0.498719454,0.421983689,-0.121487722,0.470095873,0.357365578,-0.141677678,0.62668395,0.590526283,-0.067742616,0.592023909,0.446382105,-0.102739468,0.567238212,0.356491297,-0.130498007,0.542930484,0.276755899,-0.150911674,0.683789849,0.603320003,-0.081747122,0.671396554,0.467008829,-0.121425226,0.659968019,0.3739914,-0.1477727,0.644586563,0.286788136,-0.165866196,0.741339505,0.640390813,-0.097883642,0.76133287,0.53706187,-0.135451838,0.773884416,0.463545144,-0.152925998,0.780115902,0.391482264,-0.164556846,Hello
0.699037969,0.87836355,5.99e-07,0.606766462,0.856657207,-0.038588651,0.525238752,0.793044508,-0.066501915,0.464058876,0.74047339,-0.091490246,0.407701463,0.69755888,-0.118132591,0.573038876,0.610108733,-0.060690004,0.529424608,0.491518497,-0.099405043,0.498326093,0.421216488,-0.127398103,0.469319522,0.355890065,-0.148455039,0.627797723,0.59021914,-0.071243823,0.59190315,0.446338922,-0.107999705,0.567544758,0.357193381,-0.136928484,0.543617725,0.276270062,-0.158331439,0.684801877,0.603350878,-0.0856122,0.672755122,0.466386616,-0.126640335,0.662720025,0.37509653,-0.153060198,0.648142099,0.288509816,-0.171205536,0.742386341,0.6408813,-0.102081813,0.761850834,0.535716176,-0.140460998,0.774127901,0.463109553,-0.157742113,0.779486299,0.391240776,-0.169250339,Hello
0.697207093,0.876865745,6.2e-07,0.605479956,0.854042411,-0.038452636,0.524938166,0.79039824,-0.065704033,0.4638201,0.737418354,-0.089912318,0.408646643,0.691851497,-0.115463212,0.572584093,0.607399881,-0.0580841,0.528380811,0.487582147,-0.09554968,0.4970029,0.416713417,-0.122773066,0.467637628,0.3525379,-0.142965645,0.627735376,0.587354183,-0.068234384,0.593608081,0.441118479,-0.103033371,0.568425417,0.351620674,-0.13130179,0.543090999,0.272934824,-0.15199472,0.684766293,0.599668384,-0.082259156,0.672629714,0.462699175,-0.121292941,0.660445571,0.370031834,-0.147506177,0.644094765,0.283710659,-0.165532321,0.741177201,0.636924744,-0.098419242,0.76022166,0.533613503,-0.135055736,0.772644281,0.461050987,-0.151469037,0.779059947,0.390705585,-0.162227377,Hello
0.696479917,0.879237115,5.85e-07,0.604559004,0.853849888,-0.037354838,0.525443554,0.78870517,-0.064482726,0.462978661,0.736644208,-0.089062348,0.407034636,0.692150533,-0.115072064,0.574615479,0.604274213,-0.054930914,0.531495333,0.486225605,-0.09247838,0.500169694,0.416732192,-0.12056388,0.470625162,0.352407157,-0.14185977,0.628241479,0.584316254,-0.065652795,0.59269017,0.440896422,-0.101359762,0.567679882,0.352062821,-0.130300701,0.542499304,0.272642642,-0.151620194,0.684495509,0.597519338,-0.080368832,0.672229409,0.459612757,-0.120362058,0.662321687,0.367789298,-0.146484703,0.647343934,0.281105578,-0.164430305,0.741188526,0.635885775,-0.097198315,0.760636568,0.532612264,-0.134577215,0.77256304,0.460071921,-0.151449054,0.777456641,0.388540536,-0.16266346,Hello
0.694891036,0.877245605,6.02e-07,0.602721035,0.851598263,-0.039549846,0.523729205,0.788479328,-0.067714214,0.462800801,0.735818386,-0.092788331,0.407448232,0.690847754,-0.119159468,0.572774708,0.608236074,-0.058506992,0.530017078,0.489236057,-0.096589059,0.499067754,0.418038189,-0.124445699,0.469846457,0.351891965,-0.145422786,0.627441883,0.586776495,-0.068178959,0.59421134,0.441289306,-0.103627443,0.569575071,0.351604193,-0.131819665,0.544198275,0.271052688,-0.152732983,0.684258401,0.599013865,-0.081857793,0.672527254,0.458256453,-0.121034712,0.662094831,0.366651088,-0.145847201,0.646499991,0.280726016,-0.163129762,0.741515696,0.636396348,-0.097914353,0.761613011,0.533988416,-0.13409552,0.77372092,0.462248266,-0.149695262,0.778715432,0.391768038,-0.160167411,Hello
0.690682352,0.879824281,5.89e-07,0.600175679,0.853233457,-0.03796966,0.522779822,0.787708163,-0.065046161,0.462829024,0.733931899,-0.089355119,0.407876432,0.688899815,-0.114911817,0.572208047,0.606663108,-0.05482322,0.530111492,0.488017738,-0.092181459,0.498435825,0.417622298,-0.120155536,0.468582034,0.352355331,-0.14116025,0.626658857,0.585978389,-0.064932652,0.593354762,0.440832973,-0.099117957,0.568645835,0.350618929,-0.127177387,0.543595433,0.269348592,-0.147979975,0.68319881,0.598557472,-0.079036407,0.672128439,0.457425773,-0.116881602,0.661599338,0.365812123,-0.141570732,0.64588064,0.27994433,-0.158778623,0.740124226,0.636397958,-0.095465198,0.761403918,0.534042954,-0.130572528,0.773504972,0.461504817,-0.14595215,0.778787732,0.390278816,-0.156201974,Hello
